"","value","Estimate","Std. Error","df","t value","Pr(>|t|)","feature","metadata","qval","p_bh"
"1","Nasal",0.133026606904621,0.845145913089197,19.1840914498505,0.157400757483852,0.876573867604183,"Actinobaculum_sp_oral_taxon_183","sample_type",0.584684532640767,0.944878901892699
"2","Sputum",0.636923577138034,0.944887860730928,16.9863467821383,0.674073192818178,0.509334753910621,"Actinobaculum_sp_oral_taxon_183","sample_type",0.426158414660801,0.688692914550611
"3","lypma",-0.638004028807862,0.621132617164653,71.7784934206571,-1.02716233406036,0.307793094669524,"Actinobaculum_sp_oral_taxon_183","lypma",0.305580239129681,0.493832664744634
"4","benzonase",0.193618360712132,0.613029505809177,72.2965881227344,0.315838567111973,0.753035034817564,"Actinobaculum_sp_oral_taxon_183","benzonase",0.547229300661066,0.884349408657651
"5","host_zero",0.354925930879474,0.613029505809177,72.2965881202608,0.578970388074525,0.564408705458102,"Actinobaculum_sp_oral_taxon_183","host_zero",0.456986541108285,0.738512679977866
"6","molysis",0.514988972923499,0.612545814940782,72.1901204791101,0.840735436211062,0.403272297533311,"Actinobaculum_sp_oral_taxon_183","molysis",0.361099122419474,0.583553905086389
"7","qiaamp",0.492444702713785,0.610556946232646,71.7503071903442,0.806549996281829,0.422591175044357,"Actinobaculum_sp_oral_taxon_183","qiaamp",0.375339922582894,0.606567737109123
"8","Nasal",0.0194552641304043,0.353495542463122,23.2346603803708,0.0550368018641533,0.956579667467786,"Actinomyces_georgiae","sample_type",0.60784890164537,0.982313659144186
"9","Sputum",-0.638953106653724,0.364467971784771,15.6090862618153,-1.75311181260954,0.0991953772083567,"Actinomyces_georgiae","sample_type",0.142521223614759,0.230321292505024
"10","lypma",-0.480136866569375,0.478079703561048,75.7418360619824,-1.00430297080801,0.318430353399143,"Actinomyces_georgiae","lypma",0.307689444505067,0.497241244154046
"11","benzonase",-0.921057315396648,0.469910692624072,76.5755921016488,-1.96006885958114,0.0536259259023987,"Actinomyces_georgiae","benzonase",0.0910300068147994,0.147108958894418
"12","host_zero",-0.0132902930246408,0.469910692624072,76.5755920775847,-0.0282825933379494,0.977510343767579,"Actinomyces_georgiae","host_zero",0.611764918236589,0.988642134159238
"13","molysis",0.335318691452626,0.469896904780181,76.4482938421694,0.713600553741652,0.477647135555988,"Actinomyces_georgiae","molysis",0.406362042053926,0.656701004783886
"14","qiaamp",-0.157819980509709,0.469836565822502,75.8872153909182,-0.335903997240885,0.737870224076818,"Actinomyces_georgiae","qiaamp",0.540227277471877,0.873033795514703
"15","Nasal",0.151894728664314,0.86270557613029,18.3157688732227,0.176067864711905,0.862172713565795,"Actinomyces_graevenitzii","sample_type",0.580929316380626,0.938810288104977
"16","Sputum",6.34758763737618,0.978441131138729,17.0909943048123,6.48744971502653,5.43246305940867e-06,"Actinomyces_graevenitzii","sample_type",7.46373719418163e-05,0.000120617656365933
"17","lypma",0.386428044726328,0.473759897916219,70.3984196637558,0.815662208696831,0.417444577193093,"Actinomyces_graevenitzii","lypma",0.371895738858152,0.601001767164524
"18","benzonase",0.499130344357053,0.468055242920781,70.7365698000014,1.06639195245919,0.28987274603659,"Actinomyces_graevenitzii","benzonase",0.295692051300434,0.477852867886304
"19","host_zero",0.558974829636287,0.468055242920781,70.7365697999265,1.19424969187001,0.236369676562307,"Actinomyces_graevenitzii","host_zero",0.258187618583328,0.417243863844767
"20","molysis",0.602804288048711,0.467586657269779,70.6654652369309,1.28918197017952,0.201538875647021,"Actinomyces_graevenitzii","molysis",0.230747573398126,0.372899404029188
"21","qiaamp",0.583868266690235,0.465656372181997,70.3638119098161,1.25386078999481,0.214042448141787,"Actinomyces_graevenitzii","qiaamp",0.240368569465973,0.388447405886946
"22","Nasal",0.0108289580001062,0.329509676835599,23.2326745288394,0.0328638542700796,0.974063871524318,"Actinomyces_hongkongensis","sample_type",0.61148893691064,0.98819613479095
"23","Sputum",-0.778347401436059,0.339806634933133,15.6188680574658,-2.29055975198725,0.0362653988921028,"Actinomyces_hongkongensis","sample_type",0.0694735201100266,0.112272618356597
"24","lypma",-0.468389561660748,0.445265050521209,75.7399641670496,-1.05193426053195,0.29617433314038,"Actinomyces_hongkongensis","lypma",0.30072467104262,0.485985828397784
"25","benzonase",-0.913008173604024,0.437660087020607,76.5733444174788,-2.08611248930505,0.0402984244931854,"Actinomyces_hongkongensis","benzonase",0.0753751182311726,0.121809890579166
"26","host_zero",-0.0917543681696358,0.437660087020607,76.5733444412213,-0.209647557295568,0.834499540946455,"Actinomyces_hongkongensis","host_zero",0.570611573863348,0.922136309787635
"27","molysis",0.234904000313992,0.437646728614638,76.4459788815038,0.536743416448184,0.593003556876367,"Actinomyces_hongkongensis","molysis",0.475232292197471,0.767998709265304
"28","qiaamp",-0.22719690720432,0.437588283108438,75.8848629619692,-0.519202446624968,0.60513059447923,"Actinomyces_hongkongensis","qiaamp",0.479536644106633,0.7749547532142
"29","Nasal",0.225637550240379,0.800881731028787,19.3316857766723,0.281736418123226,0.781139463767051,"Actinomyces_johnsonii","sample_type",0.554600505139427,0.896261636883842
"30","Sputum",2.29737183316706,0.892463559039443,16.9154797182067,2.57419119234371,0.0197568080329017,"Actinomyces_johnsonii","sample_type",0.0434953724842612,0.0702906567490701
"31","lypma",-0.224473373711541,0.617501164694795,72.0203926674029,-0.36351894789136,0.717282160173198,"Actinomyces_johnsonii","lypma",0.530008212765663,0.856519285383289
"32","benzonase",0.791177404922678,0.609312497707753,72.5721385172484,1.29847558994622,0.198235055121532,"Actinomyces_johnsonii","benzonase",0.229850681103947,0.37144998206105
"33","host_zero",1.06820793361642,0.609312497707753,72.5721385155346,1.75313642447026,0.0838013616904581,"Actinomyces_johnsonii","host_zero",0.125697690491648,0.203133637255236
"34","molysis",0.955075734837713,0.608859045579964,72.459545918878,1.56863192190561,0.121090686440519,"Actinomyces_johnsonii","molysis",0.165591980136964,0.267604767390324
"35","qiaamp",1.12443071525976,0.606993795009183,71.9962251093344,1.85245833566181,0.0680591365317432,"Actinomyces_johnsonii","qiaamp",0.109006807772803,0.176160351569412
"36","Nasal",0.169232501074465,0.543637508224585,20.4340056460221,0.311296587365993,0.758728749947307,"Actinomyces_massiliensis","sample_type",0.547296116365712,0.884457386115769
"37","Sputum",1.31027689744264,0.58826104934354,16.1156639142656,2.22737320260253,0.0405164346973488,"Actinomyces_massiliensis","sample_type",0.0753751182311726,0.121809890579166
"38","lypma",-0.684715624793094,0.563338516543346,73.6338474951749,-1.21546033989389,0.228073295282372,"Actinomyces_massiliensis","lypma",0.252895313506837,0.408691239087327
"39","benzonase",0.490352990807505,0.554906851288204,74.3928003831648,0.883667213099211,0.379722759065389,"Actinomyces_massiliensis","benzonase",0.34672078072727,0.560317799202407
"40","host_zero",0.75895557665678,0.554906851288203,74.3928003859437,1.3677170770101,0.175518334917918,"Actinomyces_massiliensis","host_zero",0.212524275085848,0.343449659531247
"41","molysis",0.919323846497613,0.55468364420784,74.2505953064308,1.65738408928665,0.101661509852329,"Actinomyces_massiliensis","molysis",0.144880829107717,0.234134530794425
"42","qiaamp",0.531832484058571,0.553752769504458,73.6684266042974,0.960415032388004,0.3399880825532,"Actinomyces_massiliensis","qiaamp",0.319736056719474,0.516709160757323
"43","Nasal",0.0968366247233181,0.405024832589478,20.1026627758974,0.239088117398147,0.813457888079632,"Actinomyces_meyeri","sample_type",0.562659745713332,0.909285765210218
"44","Sputum",0.462253583704733,0.444270454503065,16.6352070106353,1.04047788688038,0.313004982087974,"Actinomyces_meyeri","sample_type",0.305580239129681,0.493832664744634
