"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval"
"1","Rothia_mucilaginosa","log10.Final_reads","log10.Final_reads",0.860425110973199,0.274647505695208,28,8,0.00602582097935187,0.210469093067608
"2","Gemella_morbillorum","log10.Final_reads","log10.Final_reads",0.300997509144513,0.0844872567025561,28,4,0.00202188248917751,0.210469093067608
"3","Staphylococcus_epidermidis","log10.Final_reads","log10.Final_reads",0.226683205680641,0.063932323634854,28,3,0.00194494351703773,0.210469093067608
"4","Staphylococcus_schweitzeri","log10.Final_reads","log10.Final_reads",0.199613040373404,0.0619729624916729,28,4,0.00445388294306758,0.210469093067608
"5","Peptostreptococcus_stomatis","log10.Final_reads","log10.Final_reads",0.523022155119392,0.144640702675208,28,5,0.00193004146681814,0.210469093067608
"6","Bulleidia_extructa","log10.Final_reads","log10.Final_reads",0.406371617516278,0.132435631064854,28,4,0.00583196999675719,0.210469093067608
"7","Finegoldia_magna","log10.Final_reads","log10.Final_reads",0.290968279617941,0.0906925691603741,28,5,0.00484906953993951,0.210469093067608
"8","Candida_dubliniensis","qiaamp","qiaamp",1.60038522249665,0.518190822916494,28,10,0.00637785130507904,0.210469093067608
"9","Actinomyces_radingae","log10.Final_reads","log10.Final_reads",0.49856008834743,0.154951959827454,28,3,0.00413214067797236,0.210469093067608
"10","Varibaculum_cambriense","log10.Final_reads","log10.Final_reads",0.270391756131659,0.0818533773487938,28,3,0.00339341232137615,0.210469093067608
"11","Peptostreptococcus_sp_MV1","log10.Final_reads","log10.Final_reads",0.331291864364868,0.104138378872167,28,3,0.00450309595729672,0.210469093067608
"12","Enterococcus_avium","log10.Final_reads","log10.Final_reads",0.286691213472987,0.0867636162660689,28,3,0.00339390713962392,0.210469093067608
"13","Actinomyces_naeslundii","log10.Final_reads","log10.Final_reads",0.403179703916572,0.135059443039643,28,3,0.00705911720654464,0.215031570291667
"14","Corynebacterium_tuberculostearicum","log10.Final_reads","log10.Final_reads",0.49015485114988,0.168577727096765,28,3,0.00842547284104306,0.223470217803784
"15","Gemella_asaccharolytica","log10.Final_reads","log10.Final_reads",0.252475114222484,0.0863225834404105,28,4,0.00846478097741607,0.223470217803784
"16","Gemella_haemolysans","log10.Final_reads","log10.Final_reads",1.17760229210353,0.413558497930885,28,8,0.0100633363715993,0.234416541361961
"17","Gemella_sanguinis","log10.Final_reads","log10.Final_reads",0.209061207660751,0.0727638962450082,28,4,0.0096228529062547,0.234416541361961
"18","Candida_dubliniensis","host_zero","host_zero",1.42456444043224,0.501566518676257,28,10,0.0109388417339166,0.240654518146164
"19","Sutterella_parvirubra","host_zero","host_zero",2.62310500330094,0.957762258190283,28,15,0.0131263930328406,0.266785376672916
